mapname,rate_walk,rate_surf,rate_smash,rate_oldrod,rate_goodrod,rate_superrod,land_lvl0,land_lvl1,land_lvl2,land_lvl3,land_lvl4,land_lvl5,land_lvl6,land_lvl7,land_lvl8,land_lvl9,land_lvl10,land_lvl11,land_species_morn0,land_species_morn1,land_species_morn2,land_species_morn3,land_species_morn4,land_species_morn5,land_species_morn6,land_species_morn7,land_species_morn8,land_species_morn9,land_species_morn10,land_species_morn11,land_species_day0,land_species_day1,land_species_day2,land_species_day3,land_species_day4,land_species_day5,land_species_day6,land_species_day7,land_species_day8,land_species_day9,land_species_day10,land_species_day11,land_species_nite0,land_species_nite1,land_species_nite2,land_species_nite3,land_species_nite4,land_species_nite5,land_species_nite6,land_species_nite7,land_species_nite8,land_species_nite9,land_species_nite10,land_species_nite11,hoenn1,hoenn2,sinnoh1,sinnoh2,lvl_min_surf0,lvl_max_surf0,species_surf0,lvl_min_surf1,lvl_max_surf1,species_surf1,lvl_min_surf2,lvl_max_surf2,species_surf2,lvl_min_surf3,lvl_max_surf3,species_surf3,lvl_min_surf4,lvl_max_surf4,species_surf4,lvl_min_smash0,lvl_max_smash0,species_smash0,lvl_min_smash1,lvl_max_smash1,species_smash1,lvl_min_oldrod0,lvl_max_oldrod0,species_oldrod0,lvl_min_oldrod1,lvl_max_oldrod1,species_oldrod1,lvl_min_oldrod2,lvl_max_oldrod2,species_oldrod2,lvl_min_oldrod3,lvl_max_oldrod3,species_oldrod3,lvl_min_oldrod4,lvl_max_oldrod4,species_oldrod4,lvl_min_goodrod0,lvl_max_goodrod0,species_goodrod0,lvl_min_goodrod1,lvl_max_goodrod1,species_goodrod1,lvl_min_goodrod2,lvl_max_goodrod2,species_goodrod2,lvl_min_goodrod3,lvl_max_goodrod3,species_goodrod3,lvl_min_goodrod4,lvl_max_goodrod4,species_goodrod4,lvl_min_superrod0,lvl_max_superrod0,species_superrod0,lvl_min_superrod1,lvl_max_superrod1,species_superrod1,lvl_min_superrod2,lvl_max_superrod2,species_superrod2,lvl_min_superrod3,lvl_max_superrod3,species_superrod3,lvl_min_superrod4,lvl_max_superrod4,species_superrod4,swarm_species0,swarm_species1,swarm_species2,swarm_species3
UNUSED_064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
T30,0,10,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,10,20,SPECIES_MAGIKARP,5,15,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,SPECIES_NONE,SPECIES_MAGIKARP,SPECIES_POLIWAG,SPECIES_MAGIKARP
D44R0102,0,10,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,10,20,SPECIES_MAGIKARP,5,15,SPECIES_MAGIKARP,5,15,SPECIES_DRATINI,5,15,SPECIES_DRATINI,5,15,SPECIES_DRATINI,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_DRATINI,20,20,SPECIES_MAGIKARP,40,40,SPECIES_MAGIKARP,40,40,SPECIES_DRATINI,40,40,SPECIES_MAGIKARP,40,40,SPECIES_DRAGONAIR,40,40,SPECIES_MAGIKARP,SPECIES_NONE,SPECIES_MAGIKARP,SPECIES_DRATINI,SPECIES_MAGIKARP
R45,25,10,0,25,50,75,23,23,23,23,24,24,20,20,25,27,25,27,SPECIES_GEODUDE,SPECIES_GRAVELER,SPECIES_GEODUDE,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_TEDDIURSA,SPECIES_TEDDIURSA,SPECIES_GRAVELER,SPECIES_SKARMORY,SPECIES_GRAVELER,SPECIES_SKARMORY,SPECIES_GEODUDE,SPECIES_GRAVELER,SPECIES_GEODUDE,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_TEDDIURSA,SPECIES_TEDDIURSA,SPECIES_GRAVELER,SPECIES_SKARMORY,SPECIES_GRAVELER,SPECIES_SKARMORY,SPECIES_GEODUDE,SPECIES_GRAVELER,SPECIES_GEODUDE,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_TEDDIURSA,SPECIES_TEDDIURSA,SPECIES_GRAVELER,SPECIES_SKARMORY,SPECIES_GRAVELER,SPECIES_SKARMORY,SPECIES_WHISMUR,SPECIES_LINOONE,SPECIES_BUIZEL,SPECIES_BIDOOF,15,25,SPECIES_MAGIKARP,10,20,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,SPECIES_SWABLU,SPECIES_MAGIKARP,SPECIES_POLIWAG,SPECIES_MAGIKARP
R46,25,0,0,0,0,0,3,2,3,2,2,2,2,2,3,4,3,4,SPECIES_GEODUDE,SPECIES_SPEAROW,SPECIES_GEODUDE,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_SPEAROW,SPECIES_GEODUDE,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_SPEAROW,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_GEODUDE,SPECIES_RATTATA,SPECIES_PLUSLE,SPECIES_MINUN,SPECIES_SHINX,SPECIES_SHINX,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_GEODUDE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D42R0102,10,10,50,25,50,75,3,2,3,2,2,2,4,4,3,4,3,4,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_DUNSPARCE,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_DUNSPARCE,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_DUNSPARCE,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,10,20,SPECIES_MAGIKARP,5,15,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,4,8,SPECIES_DUNSPARCE,8,14,SPECIES_GEODUDE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_DUNSPARCE,SPECIES_MAGIKARP,SPECIES_GOLDEEN,SPECIES_MAGIKARP
D42R0101,10,10,0,25,50,75,23,23,23,23,25,25,20,20,25,23,25,23,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,SPECIES_GOLBAT,SPECIES_WOBBUFFET,SPECIES_GOLBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,SPECIES_GOLBAT,SPECIES_WOBBUFFET,SPECIES_GOLBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GEODUDE,SPECIES_ZUBAT,SPECIES_GRAVELER,SPECIES_GRAVELER,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,SPECIES_GOLBAT,SPECIES_WOBBUFFET,SPECIES_GOLBAT,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,10,20,SPECIES_MAGIKARP,5,15,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,2,10,SPECIES_MAGIKARP,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_GOLDEEN,10,10,SPECIES_GOLDEEN,20,20,SPECIES_MAGIKARP,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,20,20,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_GOLDEEN,40,40,SPECIES_MAGIKARP,40,40,SPECIES_SEAKING,40,40,SPECIES_MAGIKARP,SPECIES_GEODUDE,SPECIES_MAGIKARP,SPECIES_GOLDEEN,SPECIES_MAGIKARP
R47,25,15,0,25,50,75,35,35,34,33,32,31,32,31,34,31,33,40,SPECIES_FARFETCHD,SPECIES_MILTANK,SPECIES_DITTO,SPECIES_DITTO,SPECIES_DITTO,SPECIES_DITTO,SPECIES_GLOOM,SPECIES_SPEAROW,SPECIES_FEAROW,SPECIES_RATICATE,SPECIES_RATICATE,SPECIES_DITTO,SPECIES_FARFETCHD,SPECIES_MILTANK,SPECIES_DITTO,SPECIES_DITTO,SPECIES_DITTO,SPECIES_DITTO,SPECIES_GLOOM,SPECIES_SPEAROW,SPECIES_FEAROW,SPECIES_RATICATE,SPECIES_RATICATE,SPECIES_DITTO,SPECIES_NOCTOWL,SPECIES_MILTANK,SPECIES_DITTO,SPECIES_DITTO,SPECIES_DITTO,SPECIES_DITTO,SPECIES_GLOOM,SPECIES_SPEAROW,SPECIES_FEAROW,SPECIES_RATICATE,SPECIES_RATICATE,SPECIES_DITTO,SPECIES_WHISMUR,SPECIES_LINOONE,SPECIES_BUIZEL,SPECIES_BIDOOF,15,25,SPECIES_TENTACOOL,10,20,SPECIES_SEEL,15,25,SPECIES_STARYU,15,25,SPECIES_STARYU,15,25,SPECIES_STARYU,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_TENTACOOL,10,10,SPECIES_TENTACOOL,20,20,SPECIES_MAGIKARP,20,20,SPECIES_TENTACOOL,20,20,SPECIES_CHINCHOU,20,20,SPECIES_SHELLDER,20,20,SPECIES_CHINCHOU,40,40,SPECIES_CHINCHOU,40,40,SPECIES_SHELLDER,40,40,SPECIES_TENTACRUEL,40,40,SPECIES_LANTURN,40,40,SPECIES_TENTACRUEL,SPECIES_DITTO,SPECIES_TENTACOOL,SPECIES_SHELLDER,SPECIES_MAGIKARP
D02R0103,0,15,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,35,35,SPECIES_POLIWAG,30,30,SPECIES_MAGIKARP,35,35,SPECIES_MAGIKARP,35,35,SPECIES_MAGIKARP,35,35,SPECIES_MAGIKARP,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,10,10,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,SPECIES_NONE,SPECIES_POLIWAG,SPECIES_POLIWAG,SPECIES_MAGIKARP
D02R0104,0,15,0,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE,35,35,SPECIES_POLIWAG,30,30,SPECIES_POLIWAG,35,35,SPECIES_POLIWAG,35,35,SPECIES_POLIWAG,35,35,SPECIES_POLIWAG,0,0,SPECIES_NONE,0,0,SPECIES_NONE,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,10,10,SPECIES_POLIWAG,10,10,SPECIES_MAGIKARP,10,10,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_POLIWAG,20,20,SPECIES_MAGIKARP,20,20,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_POLIWAG,40,40,SPECIES_MAGIKARP,40,40,SPECIES_POLIWAG,SPECIES_NONE,SPECIES_POLIWAG,SPECIES_MAGIKARP,SPECIES_POLIWAG
D11R0101,5,0,0,0,0,0,28,32,28,29,30,32,27,26,27,26,27,26,SPECIES_ZUBAT,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_ZUBAT,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_ZUBAT,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D11R0102,5,0,0,0,0,0,32,34,28,34,32,34,29,28,32,28,27,26,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_SEEL,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D11R0103,5,0,0,0,0,0,33,35,30,35,33,35,30,29,33,29,28,27,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_SEEL,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
D11R0104,10,0,0,0,0,0,35,36,32,34,34,36,32,31,34,36,32,31,SPECIES_DEWGONG,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_DEWGONG,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_DEWGONG,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_DEWGONG,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_DEWGONG,SPECIES_GOLBAT,SPECIES_PSYDUCK,SPECIES_SEEL,SPECIES_GOLBAT,SPECIES_GOLDUCK,SPECIES_ZUBAT,SPECIES_ZUBAT,SPECIES_GOLDUCK,SPECIES_DEWGONG,SPECIES_PSYDUCK,SPECIES_PSYDUCK,SPECIES_ABSOL,SPECIES_MAKUHITA,SPECIES_BRONZOR,SPECIES_CHINGLING,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,SPECIES_DEWGONG,SPECIES_NONE,SPECIES_NONE,SPECIES_NONE
